Beep1Org1Total,Beep1Org2Total,Beep2Org1Total,Beep2Org2Total,DeterministicGates,Hits,ID,Misses,ProbabilisticGates,alive,allBeep1Org1Total,allBeep1Org2Total,allBeep2Org1Total,allBeep2Org2Total,allHits,allMisses,allscore,gates,genomeLength,nextNodesConnections,nodesConnections,score,timeOfBirth,update
0.000000,0.000000,0.000000,0.000000,6,0.000000,44,0.000000,10,1,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[7.000000,0.000000,0.000000,6.000000,0.000000,0.000000,9.000000,0.000000,0.000000]",16,5000,"[0,2,0,2,0,1,1,1,1,1,1,1,5,0,2,2,0,0,2,1,4,2,2,0,2,0]","[2,0,2,1,1,4,0,1,1,2,1,0,1,2,2,5,4,1,1,2,2,1,1,0,2,3]",2.444444,0,0
