Beep1Org1Total,Beep1Org2Total,Beep2Org1Total,Beep2Org2Total,DeterministicGates,Hits,ID,Misses,ProbabilisticGates,alive,allBeep1Org1Total,allBeep1Org2Total,allBeep2Org1Total,allBeep2Org2Total,allHits,allMisses,allscore,gates,genomeLength,nextNodesConnections,nodesConnections,score,timeOfBirth,update
0.000000,0.000000,0.000000,0.000000,6,0.000000,29,0.000000,9,1,"[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[0,0,0]","[2.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2.000000,0.000000,0.000000]",15,5000,"[0,1,4,1,2,0,3,0,2,0,0,1,4,0,1,5,1,3,0,3,2,5,1,3,4,0]","[2,0,4,1,2,3,2,2,3,4,0,0,0,0,1,2,1,1,0,3,2,1,0,4,2,3]",0.555556,0,0
